ID,A,B,C,D,E
822882,1,1,1,1,1
822894,1,1,1,.,.
822897,1,.,1,.,0
822903,0,1,0,.,.
822927,1,1,1,1,1
822930,1,1,.,1,1
822937,1,.,.,.,.
822949,1,1,1,1,1
823028,1,.,.,.,.
823037,.,.,.,1,1
823040,1,1,.,.,.
823046,.,.,1,1,1
823052,1,.,1,.,.
823065,1,1,.,.,1
823092,1,.,0,1,1
823101,1,1,1,1,.
823114,.,1,0,.,.
823117,1,1,1,1,1
823129,1,1,1,0,0
823153,.,.,1,.,.
823175,0,.,0,0,0
823199,1,.,.,.,.
823202,1,1,0,0,1
823205,1,1,1,1,1
823208,1,1,0,.,.
823223,1,.,.,.,.
823226,0,.,.,.,.
823248,1,0,0,0,0
823257,.,.,1,1,.
823269,.,.,.,.,1
823287,.,.,.,.,1
823309,1,.,.,.,.
823327,.,.,1,1,1
823330,1,.,.,.,.
823333,1,.,.,.,.
823342,0,0,0,0,0
823345,1,1,1,1,1
823370,1,.,.,.,.
823376,1,.,.,.,.
823388,1,1,1,.,.
823410,1,.,.,.,.
823452,1,.,.,.,.
823461,.,.,1,1,1
823468,1,1,1,1,1
823471,1,1,1,1,1
823480,1,1,1,1,1
823507,1,1,1,1,1
823510,0,0,0,1,1
823516,1,1,1,1,.
823522,0,0,0,.,0
823526,1,.,1,1,1
823529,.,.,.,.,1
823535,.,.,1,1,1
823553,1,1,1,1,1
823565,.,1,1,1,.
823568,1,1,1,1,.
823596,1,.,.,.,.
823605,1,.,.,.,.
823617,0,0,0,0,0
823620,1,1,1,1,1
823623,1,1,1,.,.
823629,0,.,.,.,.
823635,.,.,.,.,1
823638,1,1,.,.,.
823648,0,.,0,.,1
823651,1,0,0,.,.
823654,.,.,.,1,1
823657,1,1,0,1,0
823660,1,.,.,.,.
823666,1,.,.,.,.
823672,1,1,1,1,1
823675,1,1,.,1,0
823703,1,.,.,.,.
823718,1,1,1,1,1
823721,.,.,0,1,.
823730,.,.,.,.,1
823736,.,1,1,.,1
823754,1,.,.,.,.
823760,1,1,1,.,1
823815,1,.,1,.,.
823825,1,.,.,.,.
823849,.,.,.,1,.
823852,1,1,1,0,1
823873,.,.,1,.,.
823880,1,.,1,1,1
823886,1,1,1,.,.
823910,1,1,1,1,1
823916,1,.,.,.,.
823937,1,1,1,1,1
823944,1,1,1,1,1
823950,1,.,.,.,.
823953,1,1,1,1,1
823965,1,1,1,.,1
823971,1,1,1,1,1
823977,1,1,1,1,1
823989,.,.,1,.,.
824011,1,1,1,1,1
824023,1,.,.,.,.
824032,1,.,.,.,.
824057,.,.,.,.,1
824063,1,.,.,1,1
824066,.,.,1,1,1
824075,1,.,.,.,.
824090,1,1,0,1,0
824096,1,1,1,1,1
824102,1,1,1,1,1
824105,.,.,.,.,0
824121,.,.,.,.,1
824142,.,0,0,0,0
824151,1,1,1,1,1
824154,1,1,1,0,0
824172,1,1,1,1,.
824191,1,0,1,.,.
824203,0,.,.,.,.
824206,1,1,1,1,1
824224,1,.,.,.,.
824227,.,.,1,1,1
824234,.,.,.,.,1
824237,1,1,1,1,1
824243,.,0,.,1,.
824246,1,1,.,.,.
824249,.,1,1,1,.
824261,1,1,1,.,.
824282,1,.,.,.,.
824285,.,.,.,.,1
824288,0,.,.,.,.
824298,.,.,1,1,.
824307,.,.,.,1,.
824328,.,.,.,.,1
824337,.,.,.,.,1
824340,.,.,0,1,.
824353,1,.,1,1,.
824365,.,.,1,1,0
824380,1,1,1,.,.
824386,1,1,1,1,1
824398,1,1,.,.,.
824401,.,1,1,1,1
824414,1,1,1,1,1
824420,.,.,0,.,1
824423,1,1,.,.,.
824432,1,.,.,1,1
824438,.,.,.,.,1
824444,.,.,.,.,1
824484,1,1,1,1,1
824490,1,1,1,1,1
824493,.,.,1,.,.
824499,.,.,.,1,.
824502,1,.,.,.,.
824511,0,.,.,.,.
824551,1,0,0,1,1
824557,1,.,.,.,.
824560,.,.,1,1,.
824563,1,.,.,.,.
824566,.,1,1,1,1
824572,.,.,.,.,1
824578,1,1,1,1,1
824594,1,1,1,1,1
824597,1,1,1,1,1
824600,1,.,.,.,.
824603,.,0,.,.,.
824615,1,1,.,1,.
824621,.,1,1,0,0
824624,1,.,.,.,.
824633,1,1,1,.,1
824645,.,.,.,.,1
824670,1,1,1,1,1
824673,1,1,.,1,.
824679,.,1,0,1,1
824682,1,1,1,1,1
824685,1,1,1,1,1
824688,1,1,1,1,1
824691,1,.,.,.,.
824703,.,0,.,.,.
824707,1,.,1,.,1
824713,0,.,.,.,.
824716,.,0,.,.,.
824719,1,.,.,.,.
824722,0,.,.,.,.
824737,.,.,1,1,1
824752,.,.,1,.,.
824758,.,.,1,.,0
824765,.,.,1,1,1
824789,1,1,1,1,1
824798,.,1,0,1,1
824810,1,1,1,1,1
824826,1,.,.,1,1
824841,1,1,.,1,.
824850,.,1,.,.,.
824874,1,0,.,.,.
824887,1,.,.,.,.
824926,.,1,1,1,1
824938,.,.,1,.,.
824960,1,.,.,1,.
824966,1,.,.,.,.
824981,1,.,1,0,0
825021,.,.,1,.,1
825048,.,.,1,1,1
825051,1,1,1,0,0
825057,1,1,.,1,1
825064,1,.,1,.,1
825076,.,.,1,.,1
825079,1,1,1,1,1
825091,.,.,.,1,.
825094,1,1,1,1,1
825112,1,1,1,1,.
825119,1,1,1,1,1
825122,0,.,.,.,.
825125,1,0,.,1,1
825131,1,1,1,.,.
825143,1,.,1,1,1
825161,1,.,.,.,.
825164,1,.,.,.,.
825186,0,0,0,.,0
825198,.,1,1,1,1
825216,.,.,1,1,.
825228,.,1,0,0,0
825238,0,.,.,.,.
825241,.,1,1,.,.
825247,1,1,1,1,1
825253,.,.,.,.,0
825262,1,1,1,1,1
825268,1,.,.,.,.
825271,1,1,1,1,1
825283,1,1,1,.,.
825292,.,.,.,.,1
825296,1,1,1,.,.
825299,1,0,.,.,.
825302,1,1,1,1,1
825329,.,.,1,1,1
825363,.,.,1,1,.
825372,.,0,.,.,.
825381,0,1,1,.,1
825384,.,.,1,.,.
825390,1,1,1,1,1
825393,1,.,.,.,.
825396,.,1,1,.,1
825402,1,1,1,1,1
825408,1,.,.,.,.
825436,1,1,1,1,1
825439,1,1,1,.,.
825457,.,.,.,0,.
825466,.,1,.,.,.
825485,1,.,1,1,1
825524,1,.,.,.,.
825527,1,1,.,.,.
825555,1,.,.,.,.
825561,1,1,1,.,.
825570,1,1,.,1,1
825588,1,.,.,.,.
825604,1,1,1,.,.
825610,.,.,.,.,1
825616,1,1,1,1,1
825646,.,.,.,.,1
825650,0,.,.,.,.
825656,1,1,.,.,.
825659,.,.,.,.,1
825668,1,.,.,.,.
825674,1,1,1,1,1
825698,.,.,1,.,1
825708,1,1,1,1,1
825723,1,.,.,.,.
825729,1,1,0,1,1
825738,.,.,1,1,1
825744,1,.,.,1,.
825747,1,1,1,1,1
825778,.,1,1,.,.
825781,1,.,.,.,.
825787,1,1,.,.,1
825793,1,1,.,.,.
825796,1,.,.,.,.
825802,1,1,1,1,.
825823,0,0,1,1,.
825842,0,.,0,1,.
825845,.,.,0,1,.
825848,1,1,.,.,.
825875,1,1,1,1,1
825881,.,.,.,.,1
825903,1,1,1,1,1
825921,.,.,.,.,1
825927,0,.,1,1,1
825936,1,1,1,1,1
825939,1,1,1,1,1
825946,0,0,0,0,0
825955,.,.,0,0,0
825967,1,1,1,1,.
825979,1,.,.,.,.
825982,.,.,.,0,.
825988,1,1,1,1,1
825991,0,0,0,0,0
825997,0,0,1,0,1
826019,1,1,1,1,1
826022,.,.,1,.,.
826028,.,.,1,.,.
826037,1,1,1,1,1
826040,1,1,1,1,1
826046,.,1,1,1,1
826065,.,.,.,1,1
826068,1,1,1,.,.
826074,1,.,.,.,.
826077,1,1,1,1,1
826086,1,1,1,1,1
826110,1,1,1,1,.
826141,.,.,1,1,1
826153,.,.,.,1,1
826159,1,1,1,1,1
826165,.,.,.,0,0
826177,.,.,.,1,1
826184,1,.,.,.,.
826202,1,.,.,.,.
826205,1,1,1,.,.
826208,1,1,1,.,.
826217,.,.,.,.,1
826251,1,.,.,.,.
826254,1,1,1,1,1
826266,1,1,1,1,1
826272,.,.,1,.,1
826290,.,.,.,.,1
826293,.,1,1,1,1
826306,.,.,.,.,0
826309,.,.,1,1,1
826315,.,.,.,1,1
826318,.,.,.,1,1
826327,.,.,.,1,1
826339,.,1,1,1,1
826364,1,1,1,1,1
826370,1,1,1,1,1
826376,.,.,.,1,1
826379,1,1,1,.,.
826391,1,1,1,1,1
826397,0,.,.,.,.
826403,1,1,1,1,.
826416,1,1,1,1,1
826419,1,.,1,.,.
826428,1,1,1,1,1
826446,0,0,0,1,1
826455,.,1,.,.,.
826458,1,.,.,.,.
826461,0,.,.,.,.
826467,.,.,1,.,.
826480,1,.,1,1,1
826486,1,1,.,.,.
826492,.,1,.,.,.
826516,1,1,1,1,1
826519,.,1,.,.,.
826544,.,.,1,1,1
826550,0,1,1,1,1
826553,.,.,.,.,1
826556,1,.,.,.,.
826559,1,1,1,1,1
826580,1,1,1,1,1
826586,0,.,.,.,.
826593,.,.,.,.,1
826596,1,.,.,.,.
826635,1,1,.,.,.
826638,.,.,.,.,1
826647,.,.,.,.,0
826669,1,.,.,.,.
826672,1,1,1,1,1
826678,0,.,.,.,.
826681,1,.,.,.,.
826690,.,.,.,1,1
826699,1,1,1,1,1
826705,.,1,1,1,1
826712,0,0,0,1,1
826718,.,1,1,1,1
826733,.,1,1,.,1
826748,.,.,.,.,1
826782,1,.,.,.,.
826797,.,.,1,1,1
826800,1,.,.,.,.
826803,1,1,1,1,1
826812,1,.,.,.,.
826815,0,0,0,.,.
826818,.,.,.,.,1
826828,.,.,1,1,1
826852,1,1,1,1,1
826855,1,1,1,.,1
826867,1,1,1,.,.
826870,1,.,.,.,.
826879,1,.,.,.,.
826907,1,.,.,.,.
826910,1,.,.,.,.
826931,1,1,1,.,.
826937,1,.,0,.,.
826956,.,.,0,0,0
826959,1,1,.,.,.
826962,.,.,1,1,1
826968,1,1,1,1,.
826974,1,1,1,1,1
826977,1,1,1,1,1
826986,.,.,1,1,1
827017,.,.,.,.,1
827023,.,.,0,1,1
827038,.,.,1,1,1
827062,.,.,1,1,1
827066,1,1,1,1,.
827072,0,0,0,0,0
827075,1,1,1,1,.
827084,.,1,1,1,1
827087,0,0,0,.,.
827099,1,1,1,1,1
827105,.,.,1,1,1
827108,.,.,.,.,1
827114,1,.,1,1,1
827130,.,.,1,1,1
827133,.,0,.,.,0
827139,.,.,0,.,.
827145,1,1,1,1,1
827157,1,1,1,1,1
827178,.,.,.,.,1
827191,.,1,1,.,1
827197,.,.,1,.,.
827200,.,.,.,.,1
827209,0,0,0,.,0
827212,.,.,1,.,.
827215,1,1,1,0,1
827221,1,.,.,.,.
827230,1,.,1,.,.
827233,1,.,.,.,.
827243,1,.,.,.,.
827246,.,.,.,.,1
827249,1,1,1,1,1
827297,1,1,1,1,.
827301,1,1,.,.,.
827325,1,.,.,.,.
827328,1,.,0,1,1
827343,.,1,.,.,.
827362,.,1,1,1,1
827368,1,1,1,1,1
827420,1,.,.,.,.
827423,1,1,.,.,.
827432,.,.,1,1,1
827435,1,.,.,.,.
827447,.,.,1,1,1
827456,1,0,0,.,.
827465,.,.,.,.,1
827468,.,.,.,1,.
827471,1,1,.,1,1
827490,1,1,1,.,.
827508,.,.,.,.,1
827511,.,.,1,1,1
827520,1,1,0,0,1
827523,0,0,0,.,.
827545,.,.,.,.,0
827557,.,1,1,1,1
827569,1,1,1,1,1
827587,.,.,1,1,1
827590,1,1,1,1,1
827593,.,.,.,1,0
827597,1,.,1,1,1
827618,1,1,1,1,1
827630,1,1,1,1,1
827633,1,1,0,0,0
827636,0,1,1,1,.
827664,1,1,.,.,.
827676,.,.,.,.,1
827697,.,.,1,.,.
827700,1,.,1,1,1
827713,1,1,1,0,1
827728,1,1,1,.,1
827743,1,.,.,.,.
827767,1,1,.,.,.
827774,1,1,.,.,.
827780,1,1,1,1,.
827783,.,.,1,1,1
827792,.,0,1,1,1
827801,1,.,.,1,.
827813,.,.,.,.,1
827819,1,1,1,.,.
827822,.,.,1,.,.
827832,1,1,1,.,.
827835,1,1,1,.,.
827859,.,.,0,.,.
827862,0,0,0,.,.
827871,.,.,0,.,.
827877,1,1,1,1,1
827880,.,.,1,.,.
827883,.,.,.,.,1
827896,1,.,.,.,.
827902,1,1,1,.,.
827926,1,.,.,.,.
827960,.,.,1,1,1
827969,.,.,1,1,1
827978,1,1,1,1,1
827984,.,1,0,.,0
828005,1,.,.,.,.
828012,1,1,1,1,1
828018,.,.,.,.,0
828024,1,.,1,.,.
828030,0,0,0,0,0
828039,.,.,1,1,.
828048,.,1,1,1,1
828051,0,0,0,0,0
828073,0,.,.,.,.
828094,1,0,0,1,1
828100,1,1,1,1,1
828103,0,0,0,0,1
828106,.,.,.,.,1
828109,1,.,.,.,.
828115,1,.,.,.,.
828118,1,1,1,1,.
828125,1,1,1,1,1
828128,.,0,1,1,0
828134,0,.,.,.,.
828140,0,.,.,.,.
828146,1,1,1,1,1
828155,0,.,.,.,.
828158,1,1,1,.,.
828161,0,0,0,0,.
828164,1,1,1,1,1
828186,1,1,1,1,1
828192,.,1,1,0,0
828207,.,.,.,.,1
828250,1,.,.,.,.
828259,1,1,.,1,.
828262,1,1,1,1,1
828265,.,.,.,.,0
828311,.,.,.,.,1
828314,1,.,.,.,.
828326,.,1,1,1,.
828335,1,0,1,1,0
828350,.,.,.,1,1
828363,.,0,.,.,0
828381,0,0,0,0,0
828387,1,1,1,1,.
828405,.,.,1,1,.
828411,.,.,.,.,1
828414,1,1,1,1,1
828417,1,.,.,.,.
828427,1,.,1,1,1
828448,.,0,0,.,.
828454,1,1,1,1,1
828466,.,.,.,1,.
828469,.,.,.,.,0
828472,1,1,0,1,0
828475,1,1,1,1,1
828479,.,.,0,1,1
828485,1,.,.,.,.
828491,1,1,.,1,1
828494,.,0,.,.,.
828497,.,.,0,.,.
828515,.,0,.,.,.
828533,1,.,.,.,.
828536,1,1,1,1,1
828564,1,.,.,1,1
828579,1,1,1,1,1
828588,1,.,.,.,.
828591,.,.,.,.,0
828598,1,.,.,.,.
828613,1,1,1,1,1
828619,1,1,.,.,.
828625,1,1,.,.,.
828634,.,1,.,.,.
828665,1,1,1,1,1
828668,.,.,0,.,.
828680,1,1,0,.,0
828695,1,1,1,1,1
828701,0,0,0,1,0
828717,1,1,.,.,.
828720,.,.,1,1,.
828729,1,.,1,1,1
828732,1,.,.,.,.
828735,0,0,0,0,1
828738,.,.,1,1,1
828747,1,.,.,.,.
828750,.,.,1,.,.
828756,1,1,1,1,1
828765,1,1,1,1,1
828768,1,1,1,1,1
828771,1,.,.,.,.
828775,.,.,1,1,.
828784,.,.,.,.,1
828787,.,.,.,.,1
828790,1,.,.,.,.
828793,1,.,.,.,.
828817,.,1,1,1,1
828857,1,0,0,1,0
828866,1,.,.,.,.
828869,.,1,1,.,.
828875,1,1,.,.,.
828881,1,.,.,.,.
828884,1,.,.,.,.
828903,.,.,.,.,1
828936,1,1,.,.,.
828945,.,.,1,1,1
828961,.,.,.,.,1
828964,1,.,.,.,.
828967,.,.,0,.,.
828970,0,0,1,.,.
828994,.,.,0,1,0
829013,1,1,1,1,1
829025,1,.,.,.,.
829049,1,1,1,.,1
829052,1,.,1,.,.
829055,1,1,1,1,1
829058,1,1,1,.,.
829061,1,1,1,1,1
829067,1,1,.,.,.
829071,0,1,1,1,.
829074,1,1,1,1,1
829077,1,.,.,.,.
829098,1,1,1,1,1
829110,.,.,1,1,1
829125,0,0,.,.,.
829129,1,.,.,.,.
829132,1,1,1,1,1
829168,1,.,.,.,.
829174,1,1,1,.,1
829180,.,.,.,.,1
829199,1,1,1,1,1
829205,0,0,.,.,.
829214,1,.,.,.,.
829223,0,0,0,0,0
829226,1,.,1,.,.
829232,.,.,0,.,.
829251,1,1,1,1,1
829254,1,.,.,.,.
829257,.,.,0,1,0
829266,.,.,1,1,1
829275,1,1,1,0,1
829278,0,.,.,.,.
829281,1,.,.,.,.
829290,.,.,1,1,1
829293,1,1,1,1,1
829299,1,1,1,1,1
829302,.,1,1,1,.
829309,.,1,1,1,1
829312,1,1,1,1,1
829321,1,.,.,.,.
829324,0,.,1,1,1
829330,1,1,1,1,1
829345,.,.,0,1,0
829348,0,0,.,.,0
829360,1,.,.,.,.
829367,0,1,0,.,0
829373,.,.,1,1,1
829382,0,1,1,1,.
829385,.,.,1,1,1
829388,.,.,1,.,.
829391,.,.,1,.,.
829394,1,.,.,.,.
829406,0,0,0,0,.
829409,0,0,0,.,.
829412,1,1,1,1,1
829421,1,.,.,.,.
829434,1,1,1,1,1
829440,.,.,.,1,1
829449,1,1,0,1,1
829452,0,1,1,1,1
829461,1,1,1,.,.
829467,1,1,1,1,.
829476,1,0,0,.,.
829483,1,1,1,1,1
829510,.,.,0,1,0
829531,1,.,.,.,.
829537,.,.,.,1,1
829541,1,1,.,1,1
829544,.,1,1,1,1
829547,1,1,1,1,.
829553,1,.,1,1,1
829556,1,.,.,.,.
829568,1,1,1,0,0
829574,1,.,.,.,.
829577,1,1,.,.,.
829583,.,1,0,0,0
829595,1,.,.,.,.
829598,1,1,1,.,1
829602,1,1,1,.,.
829605,0,.,.,.,0
829611,.,.,.,.,1
829620,1,1,1,1,1
829629,1,1,1,.,.
829653,1,.,.,.,.
829660,1,1,1,1,.
829666,0,.,.,.,.
829669,0,0,0,.,.
829672,1,1,1,1,1
829693,1,1,1,1,1
829699,1,1,1,1,1
829705,1,1,1,1,1
829730,1,.,1,.,.
829736,1,1,1,.,1
829757,0,0,0,0,0
829763,0,.,.,.,.
829766,0,0,1,0,0
829797,.,.,1,1,1
829803,1,.,.,.,.
829855,0,1,.,.,.
829867,1,.,.,.,.
829885,1,1,1,1,1
829888,1,0,1,0,.
829891,1,1,1,1,1
829895,.,.,0,.,.
829904,1,1,.,.,.
829907,.,.,.,.,1
829916,1,.,1,1,.
829919,.,0,0,.,.
829943,1,1,.,.,.
829946,.,.,.,.,0
829953,.,.,.,.,0
829962,1,1,1,.,.
830001,.,.,.,.,1
830004,0,1,0,1,1
830017,1,.,1,.,.
830020,1,1,1,0,0
830056,1,.,.,.,.
830068,.,.,.,.,1
830075,1,1,1,1,1
830078,1,1,1,1,1
830090,1,.,.,.,.
830102,1,.,.,.,.
830126,1,1,.,.,.
830136,1,1,1,1,1
830148,1,.,.,.,.
830160,1,.,.,.,.
830169,1,.,.,.,.
830191,1,.,.,1,.
830197,.,.,.,.,0
830206,.,.,1,.,.
830209,.,.,1,1,1
830224,.,.,.,0,1
830230,1,1,.,.,.
830236,1,.,.,.,.
830249,1,1,1,1,1
830252,0,0,0,0,0
830255,1,.,1,1,1
830258,1,1,1,1,1
830264,1,1,1,.,.
830267,1,1,1,.,.
830270,.,.,.,.,1
830276,1,.,1,1,1
830282,1,.,.,.,.
830310,1,.,.,.,.
830328,0,0,1,.,1
830337,1,1,.,.,.
830340,1,.,.,.,.
830343,1,1,1,1,1
830346,1,.,.,.,.
830349,1,.,.,.,.
830389,1,.,.,.,.
830398,1,.,.,.,.
830404,1,1,0,1,0
830416,1,1,1,1,1
830419,0,.,.,0,0
830422,.,.,.,.,1
830429,.,.,1,.,0
830432,0,.,.,.,.
830435,.,1,.,.,.
830444,.,.,.,.,1
830453,1,1,1,1,1
830468,1,1,.,.,.
830477,.,1,1,1,1
830480,1,1,1,1,1
830487,.,0,.,1,.
830499,.,.,.,1,.
830514,.,.,1,1,1
830538,1,1,1,1,1
830545,1,.,.,.,.
830560,0,0,0,1,1
830578,0,0,0,0,.
830587,.,1,1,1,.
830590,1,1,.,.,.
830599,.,.,.,.,1
830615,1,.,.,.,.
830621,0,0,0,0,0
830624,.,.,1,.,1
830630,.,.,0,1,.
830648,1,1,1,.,.
830651,1,1,1,1,1
830657,.,.,0,.,.
830661,1,1,.,.,.
830673,1,1,1,1,1
830679,1,1,1,.,1
830685,.,.,1,1,.
830691,1,1,1,1,1
830712,.,1,0,1,.
830728,1,.,.,.,.
830734,1,.,.,.,.
830773,1,1,1,1,1
830780,1,1,1,1,1
830789,.,1,1,.,.
830795,.,.,1,1,.
830822,1,.,.,.,.
830825,1,1,1,1,1
830834,.,.,1,1,.
830838,1,0,1,1,1
830841,.,.,.,.,1
830856,1,1,1,1,1
830865,1,.,.,.,.
830868,1,1,1,1,1
830877,1,1,1,1,0
830880,1,.,.,.,.
830889,0,.,1,1,1
830923,.,.,.,.,1
830938,1,.,.,.,.
830950,.,.,1,1,1
830963,1,.,0,.,.
830966,1,1,1,1,1
830984,1,1,1,1,1
830993,1,1,1,.,1
830996,1,.,.,.,.
831005,0,1,1,.,.
831021,1,.,.,.,.
831039,1,1,1,1,1
831045,1,0,1,1,0
831048,.,.,1,1,1
831060,1,1,.,.,.
831066,.,0,.,.,.
831069,.,.,.,1,1
831072,1,.,1,.,.
831079,.,1,1,1,1
831082,.,0,0,0,.
831085,1,.,.,.,.
831091,.,.,1,1,1
831106,1,1,1,1,.
831118,.,1,.,.,.
831121,1,0,0,1,1
831124,0,0,1,1,1
831127,1,1,.,.,.
831130,1,.,1,.,.
831134,.,0,.,0,.
831137,1,.,.,.,.
831152,.,0,1,1,1
831155,1,1,1,.,1
831158,0,.,.,.,.
831167,.,.,0,1,1
831170,.,.,1,0,.
831192,1,1,1,1,.
831207,.,.,1,1,1
831210,1,.,.,.,.
831213,.,1,.,.,.
831219,1,.,.,.,.
831228,0,0,.,.,.
831231,.,1,.,.,.
831243,1,.,.,.,.
831253,.,.,1,1,1
831259,1,1,1,1,1
831262,1,1,1,1,1
831265,1,1,.,.,0
831292,1,.,.,.,.
831301,.,.,.,.,1
831323,1,1,1,1,1
831326,1,1,1,1,1
831332,.,.,.,0,.
831338,1,1,1,1,1
831359,1,1,0,1,1
831381,0,.,0,1,0
831417,1,0,0,1,.
831420,.,.,.,.,1
831423,1,1,1,.,1
831433,1,.,.,.,.
831439,1,.,1,1,.
831466,.,0,.,.,.
831469,1,1,0,1,1
831472,.,.,.,.,1
831478,0,0,0,0,0
831488,1,1,1,.,.
831491,1,1,1,.,1
831500,.,.,.,.,1
831503,.,.,1,1,1
831515,.,.,.,.,0
831521,.,.,.,.,1
831530,1,.,.,.,.
831549,1,1,1,.,.
831588,1,1,1,.,1
831594,1,1,1,1,1
831607,1,.,.,.,.
831610,1,.,0,.,.
831622,1,1,.,.,.
831631,.,.,1,1,1
831649,1,1,1,1,1
831655,.,0,1,0,0
831658,1,.,.,.,.
831665,.,.,.,.,1
831677,1,1,1,1,1
831680,1,1,1,1,1
831683,.,.,.,0,0
831692,1,.,.,.,.
831726,.,.,1,1,1
831729,1,.,1,.,.
831732,0,0,.,.,.
831735,1,1,1,0,0
831790,.,0,0,0,0
831802,1,1,.,.,.
831829,1,1,1,1,1
831848,0,0,0,0,0
831851,1,.,.,.,.
831866,1,.,.,.,.
831884,.,.,.,.,1
831896,1,1,1,1,1
831906,1,1,1,1,1
831912,1,1,1,1,1
831918,1,.,.,.,.
831933,.,1,1,1,1
831936,1,1,1,1,1
831948,0,0,1,1,1
831961,1,.,1,.,.
831964,.,.,0,1,1
831967,1,1,1,1,1
831985,1,1,.,.,.
831988,.,.,1,.,.
832000,.,.,0,.,.
832006,1,1,1,1,1
832012,0,0,0,1,1
832019,.,.,1,1,1
832028,1,.,.,.,.
832037,1,.,.,.,.
832052,1,1,.,1,.
832055,1,1,1,.,.
832067,1,1,1,.,1
832107,1,.,1,.,.
832119,1,.,0,.,.
832128,.,1,1,1,.
832141,1,1,1,1,1
832144,1,1,1,.,1
832147,1,1,1,.,.
832156,1,1,1,1,1
832168,1,.,.,.,.
832174,.,.,1,.,.
832177,1,.,.,.,.
832205,1,.,.,1,1
832223,.,.,1,1,1
832238,1,1,.,.,.
832244,0,.,.,0,.
832269,0,0,0,.,.
832281,1,1,1,1,1
832287,0,1,1,1,1
832296,1,1,1,1,1
832305,0,1,1,1,1
832312,1,1,1,1,0
832345,1,1,1,1,1
832348,1,1,.,.,.
832360,1,.,1,1,0
832373,.,1,1,1,1
832382,.,1,1,1,1
832388,1,1,0,.,.
832397,1,1,.,.,.
832400,.,.,1,1,1
832418,.,.,.,0,.
832424,1,.,1,1,.
832437,1,1,1,1,.
832449,.,.,.,.,1
832455,1,0,1,1,0
832458,.,.,.,1,1
832479,.,.,.,.,1
832495,0,0,0,0,0
832507,.,.,1,1,1
832516,0,0,0,0,0
832525,1,.,.,.,.
832534,1,1,.,.,.
832540,.,.,1,1,1
832550,1,1,.,.,.
832568,1,.,.,.,.
832580,1,.,.,.,.
832583,.,0,.,.,.
832586,1,1,1,1,.
832589,0,.,.,.,.
832601,1,.,.,.,.
832614,0,0,0,0,0
832623,1,.,1,1,1
832638,1,1,.,.,.
832641,.,.,1,1,.
832644,0,.,.,1,1
832647,.,.,1,1,1
832666,1,1,1,1,1
832693,.,0,.,.,.
832699,1,.,.,.,.
832714,1,.,.,1,1
832727,.,1,1,1,1
832733,1,.,.,.,.
832751,1,.,.,1,1
832754,1,.,.,.,.
832806,.,.,.,1,1
832809,1,.,.,.,.
832818,.,.,.,.,1
832830,1,0,0,.,.
832839,1,1,.,.,.
832843,1,1,1,0,1
832855,1,.,.,.,.
832861,1,1,1,1,.
832879,1,.,1,.,.
832894,.,.,.,.,1
832897,1,1,0,1,.
832901,1,.,.,.,.
832910,1,1,1,1,1
832913,.,1,1,.,.
832919,1,1,1,1,1
832928,1,1,.,.,.
832931,1,1,0,1,1
832962,.,.,1,1,1
832980,.,.,1,1,1
832986,1,1,1,1,1
833013,.,.,.,.,1
833023,.,.,.,1,1
833041,1,1,.,0,1
833047,1,1,1,1,1
833053,1,1,1,1,1
833065,1,.,.,.,.
833081,1,1,1,1,1
833102,1,.,.,.,.
833114,.,.,1,.,.
833123,1,1,1,1,1
833132,1,.,1,.,0
833151,1,1,.,.,.
833193,1,.,.,.,.
833197,1,.,.,.,.
833206,.,.,.,1,1
833209,.,.,.,0,0
833224,1,.,.,.,.
833239,.,1,1,1,1
833242,1,.,.,1,.
833261,.,.,1,0,1
833291,1,1,1,1,1
833303,.,.,.,.,1
833306,.,.,1,1,1
833346,.,.,0,1,1
833349,.,0,.,.,1
833352,.,.,1,1,1
833364,.,.,.,.,1
833367,.,.,.,.,1
833370,1,.,.,.,.
833435,.,.,.,.,1
833438,.,.,1,1,1
833444,1,1,1,1,1
833450,.,.,.,.,1
833465,.,1,1,1,1
833468,.,.,1,1,1
833477,1,.,.,.,.
833493,1,.,.,.,.
833496,1,.,.,.,.
833502,1,.,.,.,.
833508,0,0,0,1,0
833514,0,1,1,1,1
833520,1,1,1,1,1
833523,1,0,0,1,.
833529,.,.,0,.,.
833544,1,1,.,.,.
833547,.,.,.,.,0
833557,.,1,1,1,1
833560,1,1,1,1,1
833569,.,.,1,1,1
833581,1,1,1,1,1
833590,.,1,1,1,1
833605,.,.,.,.,1
833615,1,.,.,.,.
833618,.,0,0,0,0
833630,1,.,.,.,.
833636,1,1,1,1,1
833639,0,0,.,0,1
833648,0,1,1,.,.
833679,1,1,1,1,1
833682,0,0,0,0,.
833685,.,1,1,1,1
833691,1,1,1,1,1
833694,1,.,.,.,.
833700,.,.,1,1,1
833706,.,.,.,.,1
833715,1,1,.,1,1
833718,1,.,.,.,.
833724,.,.,0,1,1
833728,1,.,.,.,.
833758,.,.,1,1,1
833770,.,.,.,.,1
833773,1,.,1,1,1
833776,1,.,1,1,.
833779,1,1,.,1,1
833786,.,.,.,.,1
833789,.,.,1,.,.
833792,1,1,1,1,1
833795,1,1,1,1,1
833798,.,1,1,.,.
833825,1,1,1,1,1
833837,1,1,1,.,.
833847,1,1,1,.,.
833853,1,.,.,.,.
